comment_id,user_id,category,comment_text
886,2,violent_speech,Someone should beat you
887,259,spam,Click this link to win
888,206,spam,Visit our site for free gifts
889,151,misinformation,Vaccines cause tracking
890,301,hate_speech,Disgusting group
891,12,harassment,Shut up already
892,396,spam,Buy now!
893,371,safe,This is a nice post
894,133,spam,Click this link to win
895,168,hate_speech,You people are the worst
896,251,spam,Visit our site for free gifts
897,121,safe,This is a nice post
898,179,harassment,You're so dumb
899,350,misinformation,Government is hiding aliens
900,151,harassment,Shut up already
901,182,violent_speech,I will hurt you
902,307,safe,Thank you for sharing
903,52,safe,This is a nice post
904,2,safe,Thank you for sharing
905,287,safe,Thank you for sharing
906,136,harassment,Nobody likes you
907,74,misinformation,Vaccines cause tracking
908,22,hate_speech,Go back to where you came from
909,80,safe,Thank you for sharing
910,37,misinformation,Government is hiding aliens
911,47,misinformation,Vaccines cause tracking
912,100,safe,Thank you for sharing
913,284,harassment,You're so dumb
914,190,misinformation,Breaking fake news
915,268,spam,Visit our site for free gifts
916,306,safe,Thank you for sharing
917,2,spam,Buy now!
918,229,safe,Thank you for sharing
919,353,safe,Great work!
920,232,violent_speech,I will hurt you
921,25,safe,Great work!
922,115,safe,This is a nice post
923,146,safe,This is a nice post
924,303,safe,Thank you for sharing
925,109,misinformation,Government is hiding aliens
926,6,spam,Click this link to win
927,17,misinformation,Government is hiding aliens
928,134,violent_speech,Someone should beat you
929,281,harassment,You're so dumb
930,281,safe,Great work!
931,80,safe,Thank you for sharing
932,118,safe,Thank you for sharing
933,364,safe,This is a nice post
934,5,harassment,Shut up already
935,363,misinformation,Vaccines cause tracking
936,322,spam,Visit our site for free gifts
937,282,hate_speech,You people are the worst
938,223,harassment,You're so dumb
939,22,spam,Click this link to win
940,45,hate_speech,Disgusting group
941,155,harassment,Nobody likes you
942,102,hate_speech,Go back to where you came from
943,222,harassment,You're so dumb
944,306,spam,Visit our site for free gifts
945,74,hate_speech,You people are the worst
946,327,spam,Visit our site for free gifts
947,110,safe,Great work!
948,236,harassment,Nobody likes you
949,141,misinformation,Breaking fake news
950,79,misinformation,Vaccines cause tracking
951,250,hate_speech,You people are the worst
952,323,harassment,Nobody likes you
953,381,harassment,You're so dumb
954,142,harassment,Shut up already
955,338,safe,Great work!
956,341,spam,Click this link to win
957,90,harassment,You're so dumb
958,29,harassment,Nobody likes you
959,351,safe,Great work!
960,226,safe,This is a nice post
961,234,harassment,You're so dumb
962,182,safe,Great work!
963,261,harassment,Nobody likes you
964,265,violent_speech,You deserve to be attacked
965,62,safe,Thank you for sharing
966,153,safe,Thank you for sharing
967,307,safe,Thank you for sharing
968,206,violent_speech,Someone should beat you
969,341,harassment,Nobody likes you
970,196,safe,Great work!
971,73,hate_speech,You people are the worst
972,316,violent_speech,Someone should beat you
973,134,safe,Great work!
974,352,misinformation,Government is hiding aliens
975,48,safe,This is a nice post
976,177,harassment,Shut up already
977,180,spam,Buy now!
978,75,hate_speech,Go back to where you came from
979,65,spam,Click this link to win
980,224,harassment,Nobody likes you
981,12,harassment,Nobody likes you
982,245,spam,Click this link to win
983,212,safe,Thank you for sharing
984,246,harassment,Nobody likes you
985,217,safe,Great work!
986,144,safe,Thank you for sharing
987,14,safe,Great work!
988,291,harassment,You're so dumb
989,17,safe,This is a nice post
990,360,harassment,Nobody likes you
991,160,misinformation,Government is hiding aliens
992,385,safe,This is a nice post
993,195,safe,This is a nice post
994,142,spam,Buy now!
995,241,misinformation,Government is hiding aliens
996,289,safe,This is a nice post
997,7,misinformation,Breaking fake news
998,136,violent_speech,Someone should beat you
999,342,hate_speech,Disgusting group
1000,93,safe,Thank you for sharing
1001,302,harassment,Shut up already
1002,340,spam,Visit our site for free gifts
1003,28,violent_speech,You deserve to be attacked
1004,120,safe,Thank you for sharing
1005,56,misinformation,Breaking fake news
1006,374,harassment,Shut up already
1007,290,safe,Thank you for sharing
1008,279,harassment,You're so dumb
1009,356,safe,Thank you for sharing
1010,271,harassment,You're so dumb
1011,272,safe,This is a nice post
1012,181,harassment,Nobody likes you
1013,101,safe,Great work!
1014,294,spam,Buy now!
1015,363,misinformation,Breaking fake news
1016,212,hate_speech,You people are the worst
1017,59,violent_speech,Someone should beat you
1018,54,violent_speech,You deserve to be attacked
1019,333,safe,This is a nice post
1020,45,hate_speech,Disgusting group
1021,242,harassment,You're so dumb
1022,112,safe,Thank you for sharing
1023,210,harassment,You're so dumb
1024,183,misinformation,Vaccines cause tracking
1025,54,harassment,You're so dumb
1026,336,hate_speech,Disgusting group
1027,348,misinformation,Vaccines cause tracking
1028,297,safe,Great work!
1029,237,spam,Click this link to win
1030,124,misinformation,Government is hiding aliens
1031,32,safe,Thank you for sharing
1032,71,safe,This is a nice post
1033,134,spam,Visit our site for free gifts
1034,135,safe,Great work!
1035,112,harassment,Shut up already
1036,178,misinformation,Government is hiding aliens
1037,321,harassment,Nobody likes you
1038,236,violent_speech,Someone should beat you
1039,313,safe,This is a nice post
1040,373,hate_speech,Go back to where you came from
1041,325,spam,Visit our site for free gifts
1042,168,spam,Click this link to win
1043,153,safe,This is a nice post
1044,193,harassment,You're so dumb
1045,369,hate_speech,Go back to where you came from
1046,179,harassment,Nobody likes you
1047,42,spam,Click this link to win
1048,357,harassment,You're so dumb
1049,96,misinformation,Government is hiding aliens
1050,269,harassment,Shut up already
1051,324,violent_speech,I will hurt you
1052,69,spam,Click this link to win
1053,251,violent_speech,You deserve to be attacked
1054,320,spam,Visit our site for free gifts
1055,27,violent_speech,I will hurt you
1056,18,safe,Great work!
1057,317,spam,Visit our site for free gifts
1058,100,spam,Visit our site for free gifts
1059,253,misinformation,Breaking fake news
1060,201,hate_speech,You people are the worst
1061,258,spam,Click this link to win
1062,95,hate_speech,Disgusting group
1063,176,safe,Great work!
1064,311,spam,Buy now!
1065,151,safe,Great work!
1066,371,safe,Great work!
1067,57,violent_speech,I will hurt you
1068,48,misinformation,Government is hiding aliens
1069,346,misinformation,Government is hiding aliens
1070,386,spam,Buy now!
1071,43,safe,Great work!
1072,212,misinformation,Breaking fake news
1073,40,spam,Buy now!
1074,179,hate_speech,Disgusting group
1075,192,safe,Thank you for sharing
1076,342,safe,This is a nice post
1077,228,hate_speech,Disgusting group
1078,160,hate_speech,You people are the worst
1079,220,safe,Great work!
1080,16,spam,Click this link to win
1081,237,spam,Visit our site for free gifts
1082,268,hate_speech,You people are the worst
1083,147,misinformation,Vaccines cause tracking
1084,32,harassment,Shut up already
1085,339,spam,Visit our site for free gifts
1086,367,spam,Visit our site for free gifts
1087,113,safe,Thank you for sharing
1088,6,spam,Visit our site for free gifts
1089,41,hate_speech,Disgusting group
1090,28,safe,Thank you for sharing
1091,112,safe,Thank you for sharing
1092,57,misinformation,Breaking fake news
1093,18,safe,Thank you for sharing
1094,228,safe,Thank you for sharing
1095,305,harassment,Shut up already
1096,13,spam,Visit our site for free gifts
1097,130,harassment,Shut up already
1098,275,safe,Great work!
1099,367,harassment,You're so dumb
1100,163,misinformation,Vaccines cause tracking
1101,188,hate_speech,Go back to where you came from
1102,227,harassment,Nobody likes you
1103,172,harassment,Shut up already
1104,387,safe,Thank you for sharing
1105,336,harassment,Nobody likes you
1106,13,safe,Great work!
1107,133,spam,Visit our site for free gifts
1108,47,harassment,Shut up already
1109,277,hate_speech,Go back to where you came from
1110,262,safe,Great work!
1111,46,violent_speech,Someone should beat you
1112,86,harassment,Shut up already
1113,267,misinformation,Vaccines cause tracking
1114,55,violent_speech,You deserve to be attacked
1115,29,safe,Great work!
1116,233,harassment,You're so dumb
1117,112,harassment,You're so dumb
1118,158,harassment,Shut up already
1119,189,violent_speech,I will hurt you
1120,35,safe,Thank you for sharing
1121,386,harassment,Shut up already
1122,366,safe,Great work!
1123,88,spam,Visit our site for free gifts
1124,184,misinformation,Vaccines cause tracking
1125,118,hate_speech,Go back to where you came from
1126,14,safe,Thank you for sharing
1127,284,safe,Great work!
1128,81,safe,Thank you for sharing
1129,80,hate_speech,You people are the worst
1130,344,spam,Buy now!
1131,202,hate_speech,Go back to where you came from
1132,293,spam,Visit our site for free gifts
1133,171,harassment,Nobody likes you
1134,385,spam,Visit our site for free gifts
1135,234,violent_speech,I will hurt you
1136,251,hate_speech,Disgusting group
1137,396,safe,Thank you for sharing
1138,360,safe,This is a nice post
1139,337,spam,Buy now!
1140,145,hate_speech,Go back to where you came from
1141,271,harassment,Nobody likes you
1142,22,misinformation,Vaccines cause tracking
1143,216,safe,Great work!
1144,140,safe,This is a nice post
1145,179,harassment,Shut up already
1146,390,hate_speech,You people are the worst
1147,178,safe,Great work!
1148,218,safe,Thank you for sharing
1149,186,harassment,Shut up already
1150,144,spam,Buy now!
1151,18,safe,Thank you for sharing
1152,197,harassment,You're so dumb
1153,334,spam,Buy now!
1154,180,safe,This is a nice post
1155,222,hate_speech,You people are the worst
1156,98,misinformation,Vaccines cause tracking
1157,34,hate_speech,Disgusting group
1158,336,harassment,Nobody likes you
1159,103,harassment,Nobody likes you
1160,135,misinformation,Breaking fake news
1161,290,harassment,Shut up already
1162,229,safe,Great work!
1163,50,misinformation,Breaking fake news
1164,166,violent_speech,Someone should beat you
1165,22,spam,Visit our site for free gifts
1166,180,spam,Click this link to win
1167,12,safe,Thank you for sharing
1168,306,harassment,Shut up already
1169,217,safe,This is a nice post
1170,361,harassment,You're so dumb
1171,381,safe,Great work!
1172,222,harassment,Shut up already
1173,279,violent_speech,I will hurt you
1174,293,spam,Click this link to win
1175,113,harassment,You're so dumb
1176,277,misinformation,Vaccines cause tracking
1177,296,hate_speech,You people are the worst
1178,145,harassment,Shut up already
1179,84,harassment,Nobody likes you
1180,232,safe,This is a nice post
1181,142,safe,Thank you for sharing
1182,205,harassment,Nobody likes you
1183,139,safe,Thank you for sharing
1184,51,hate_speech,Go back to where you came from
1185,133,harassment,Shut up already
1186,196,hate_speech,Disgusting group
1187,59,hate_speech,Go back to where you came from
1188,224,safe,This is a nice post
1189,220,harassment,You're so dumb
1190,51,harassment,Shut up already
1191,398,harassment,Shut up already
1192,349,hate_speech,Go back to where you came from
1193,95,safe,Thank you for sharing
1194,322,spam,Buy now!
1195,203,harassment,You're so dumb
1196,37,spam,Click this link to win
1197,197,safe,Thank you for sharing
1198,253,harassment,Shut up already
1199,134,misinformation,Vaccines cause tracking
1200,107,safe,This is a nice post
1201,296,safe,Great work!
1202,351,spam,Click this link to win
1203,103,safe,This is a nice post
1204,212,safe,Thank you for sharing
1205,331,safe,Thank you for sharing
1206,128,spam,Click this link to win
1207,315,spam,Buy now!
1208,234,spam,Buy now!
1209,95,safe,This is a nice post
1210,264,safe,This is a nice post
1211,137,spam,Click this link to win
1212,388,safe,Great work!
1213,63,safe,Great work!
1214,256,harassment,Nobody likes you
1215,30,hate_speech,Go back to where you came from
1216,38,harassment,Shut up already
1217,37,hate_speech,You people are the worst
1218,319,safe,This is a nice post
1219,260,harassment,Nobody likes you
1220,19,spam,Visit our site for free gifts
1221,12,violent_speech,You deserve to be attacked
1222,75,misinformation,Government is hiding aliens
1223,249,harassment,Shut up already
1224,246,safe,Great work!
1225,30,hate_speech,Go back to where you came from
1226,4,harassment,Nobody likes you
1227,31,hate_speech,Go back to where you came from
1228,373,hate_speech,You people are the worst
1229,51,safe,Great work!
1230,330,spam,Buy now!
1231,59,spam,Click this link to win
1232,308,safe,Thank you for sharing
1233,336,misinformation,Government is hiding aliens
1234,21,spam,Click this link to win
1235,128,safe,This is a nice post
1236,31,spam,Visit our site for free gifts
1237,153,safe,Great work!
1238,348,hate_speech,Go back to where you came from
1239,81,safe,Great work!
1240,53,spam,Buy now!
1241,356,spam,Buy now!
1242,6,harassment,Shut up already
1243,274,safe,This is a nice post
1244,160,spam,Click this link to win
1245,244,safe,This is a nice post
1246,145,spam,Click this link to win
1247,38,safe,This is a nice post
1248,337,safe,Thank you for sharing
1249,55,violent_speech,You deserve to be attacked
1250,384,hate_speech,Go back to where you came from
1251,222,safe,Thank you for sharing
1252,94,harassment,Shut up already
1253,79,spam,Visit our site for free gifts
1254,306,spam,Click this link to win
1255,169,safe,This is a nice post
1256,216,spam,Buy now!
1257,17,harassment,You're so dumb
1258,97,spam,Click this link to win
1259,164,harassment,Shut up already
1260,296,safe,Thank you for sharing
1261,183,safe,Great work!
1262,201,hate_speech,Disgusting group
1263,242,spam,Click this link to win
1264,136,spam,Visit our site for free gifts
1265,313,safe,This is a nice post
1266,116,spam,Buy now!
1267,228,spam,Visit our site for free gifts
1268,38,hate_speech,Go back to where you came from
1269,394,spam,Buy now!
1270,131,safe,Thank you for sharing
1271,298,spam,Visit our site for free gifts
1272,125,harassment,You're so dumb
1273,97,harassment,You're so dumb
1274,147,safe,Thank you for sharing
1275,57,spam,Click this link to win
1276,288,spam,Visit our site for free gifts
1277,112,spam,Visit our site for free gifts
1278,24,harassment,Shut up already
1279,81,harassment,Shut up already
1280,364,safe,Great work!
1281,392,hate_speech,Go back to where you came from
1282,377,hate_speech,Go back to where you came from
1283,88,misinformation,Vaccines cause tracking
1284,235,misinformation,Vaccines cause tracking
1285,152,safe,Great work!
1286,130,harassment,You're so dumb
1287,43,harassment,Shut up already
1288,352,spam,Visit our site for free gifts
1289,25,harassment,Shut up already
1290,145,safe,Thank you for sharing
1291,194,safe,Thank you for sharing
1292,84,safe,Great work!
1293,377,safe,Great work!
1294,167,violent_speech,You deserve to be attacked
1295,188,harassment,Shut up already
1296,11,safe,Thank you for sharing
1297,211,spam,Visit our site for free gifts
1298,333,violent_speech,You deserve to be attacked
1299,171,violent_speech,You deserve to be attacked
1300,131,spam,Visit our site for free gifts
1301,84,hate_speech,Disgusting group
1302,97,safe,Great work!
1303,52,safe,This is a nice post
1304,331,safe,This is a nice post
1305,215,harassment,You're so dumb
1306,125,violent_speech,Someone should beat you
1307,19,spam,Click this link to win
1308,254,safe,Thank you for sharing
1309,338,safe,This is a nice post
1310,189,safe,Great work!
1311,259,safe,Thank you for sharing
1312,220,safe,Thank you for sharing
1313,37,spam,Buy now!
1314,290,harassment,Nobody likes you
1315,319,spam,Visit our site for free gifts
1316,261,hate_speech,Go back to where you came from
1317,40,safe,This is a nice post
1318,64,harassment,Nobody likes you
1319,294,spam,Visit our site for free gifts
1320,344,spam,Visit our site for free gifts
1321,340,safe,This is a nice post
1322,356,hate_speech,Disgusting group
1323,339,harassment,You're so dumb
1324,248,safe,This is a nice post
1325,329,safe,Great work!
1326,47,spam,Buy now!
1327,323,violent_speech,You deserve to be attacked
1328,7,spam,Visit our site for free gifts
1329,361,spam,Buy now!
1330,394,safe,Thank you for sharing
1331,293,hate_speech,Disgusting group
1332,87,harassment,Nobody likes you
1333,120,harassment,You're so dumb
1334,145,hate_speech,You people are the worst
1335,179,harassment,You're so dumb
1336,394,harassment,You're so dumb
1337,102,violent_speech,You deserve to be attacked
1338,310,harassment,You're so dumb
1339,299,hate_speech,Disgusting group
1340,317,safe,Thank you for sharing
1341,377,spam,Buy now!
1342,314,misinformation,Government is hiding aliens
1343,53,safe,Thank you for sharing
1344,120,safe,Thank you for sharing
1345,364,misinformation,Vaccines cause tracking
1346,148,misinformation,Government is hiding aliens
1347,365,safe,Great work!
1348,8,hate_speech,Go back to where you came from
1349,87,harassment,You're so dumb
1350,370,spam,Click this link to win
1351,221,harassment,Shut up already
1352,168,safe,Great work!
1353,63,spam,Visit our site for free gifts
1354,58,safe,Great work!
1355,132,hate_speech,Go back to where you came from
1356,367,safe,Thank you for sharing
1357,127,safe,Thank you for sharing
1358,308,safe,Great work!
1359,301,hate_speech,You people are the worst
1360,376,safe,Thank you for sharing
1361,193,harassment,Shut up already
1362,382,hate_speech,You people are the worst
1363,88,violent_speech,You deserve to be attacked
1364,18,safe,Great work!
1365,366,safe,This is a nice post
1366,249,violent_speech,You deserve to be attacked
1367,118,harassment,Shut up already
1368,96,spam,Buy now!
1369,343,spam,Click this link to win
1370,331,violent_speech,You deserve to be attacked
1371,257,spam,Visit our site for free gifts
1372,159,misinformation,Breaking fake news
1373,188,safe,This is a nice post
1374,363,safe,Thank you for sharing
1375,248,misinformation,Government is hiding aliens
1376,13,spam,Click this link to win
1377,4,misinformation,Vaccines cause tracking
1378,133,safe,This is a nice post
1379,395,harassment,You're so dumb
1380,233,violent_speech,Someone should beat you
1381,312,safe,Thank you for sharing
1382,388,hate_speech,Go back to where you came from
1383,377,spam,Buy now!
1384,209,harassment,You're so dumb
1385,178,safe,Thank you for sharing
1386,208,hate_speech,You people are the worst
1387,103,spam,Visit our site for free gifts
1388,99,hate_speech,Disgusting group
1389,23,safe,Great work!
1390,142,safe,Great work!
1391,360,violent_speech,I will hurt you
1392,178,misinformation,Breaking fake news
1393,288,hate_speech,Go back to where you came from
1394,1,safe,Thank you for sharing
1395,186,safe,Thank you for sharing
1396,257,violent_speech,Someone should beat you
1397,11,harassment,Shut up already
1398,152,safe,Thank you for sharing
1399,71,hate_speech,Go back to where you came from
1400,260,safe,Great work!
1401,85,violent_speech,Someone should beat you
1402,98,safe,This is a nice post
1403,83,safe,Great work!
1404,234,safe,This is a nice post
1405,31,misinformation,Vaccines cause tracking
1406,150,harassment,You're so dumb
1407,138,spam,Buy now!
1408,222,harassment,You're so dumb
1409,140,safe,Thank you for sharing
1410,28,harassment,You're so dumb
1411,210,spam,Click this link to win
1412,87,safe,Thank you for sharing
1413,310,safe,This is a nice post
1414,150,safe,Great work!
1415,92,safe,Thank you for sharing
1416,223,harassment,Shut up already
1417,180,violent_speech,Someone should beat you
1418,267,hate_speech,Disgusting group
1419,383,hate_speech,You people are the worst
1420,305,misinformation,Breaking fake news
1421,393,harassment,You're so dumb
1422,201,safe,Great work!
1423,50,safe,This is a nice post
1424,55,hate_speech,You people are the worst
1425,152,harassment,Shut up already
1426,331,spam,Click this link to win
1427,329,safe,This is a nice post
1428,344,spam,Click this link to win
1429,195,misinformation,Government is hiding aliens
1430,91,spam,Click this link to win
1431,139,safe,Great work!
1432,136,hate_speech,Go back to where you came from
1433,133,harassment,Nobody likes you
1434,364,safe,Great work!
1435,131,misinformation,Vaccines cause tracking
1436,228,safe,Thank you for sharing
1437,275,harassment,You're so dumb
1438,249,safe,Thank you for sharing
1439,286,safe,Thank you for sharing
1440,104,safe,Thank you for sharing
1441,334,violent_speech,I will hurt you
1442,294,hate_speech,You people are the worst
1443,83,safe,Thank you for sharing
1444,263,safe,This is a nice post
1445,326,violent_speech,I will hurt you
1446,290,spam,Buy now!
1447,304,safe,Thank you for sharing
1448,267,harassment,Nobody likes you
1449,142,misinformation,Breaking fake news
1450,299,hate_speech,You people are the worst
1451,72,violent_speech,I will hurt you
1452,337,spam,Buy now!
1453,20,safe,Thank you for sharing
1454,308,violent_speech,You deserve to be attacked
1455,218,spam,Click this link to win
1456,300,harassment,Shut up already
1457,245,spam,Buy now!
1458,253,harassment,You're so dumb
1459,31,spam,Click this link to win
1460,105,harassment,You're so dumb
1461,75,harassment,Nobody likes you
1462,347,safe,Great work!
1463,302,spam,Click this link to win
1464,369,safe,This is a nice post
1465,60,spam,Buy now!
1466,157,harassment,Shut up already
1467,323,safe,This is a nice post
1468,187,misinformation,Breaking fake news
1469,253,harassment,Nobody likes you
1470,191,spam,Click this link to win
1471,304,hate_speech,Disgusting group
1472,50,safe,This is a nice post
1473,289,harassment,You're so dumb
1474,70,spam,Visit our site for free gifts
1475,384,violent_speech,I will hurt you
1476,39,safe,Thank you for sharing
1477,132,misinformation,Vaccines cause tracking
1478,159,violent_speech,I will hurt you
1479,175,safe,This is a nice post
1480,19,spam,Click this link to win
1481,220,spam,Buy now!
1482,68,safe,Great work!
1483,247,spam,Buy now!
1484,142,safe,Great work!
1485,128,safe,This is a nice post
1486,105,harassment,You're so dumb
1487,39,hate_speech,Disgusting group
1488,370,misinformation,Government is hiding aliens
1489,70,harassment,Shut up already
1490,307,violent_speech,Someone should beat you
1491,14,spam,Click this link to win
1492,356,misinformation,Breaking fake news
1493,254,harassment,You're so dumb
1494,133,spam,Click this link to win
1495,284,harassment,Nobody likes you
1496,330,violent_speech,I will hurt you
1497,169,harassment,Shut up already
1498,272,violent_speech,I will hurt you
1499,4,spam,Buy now!
1500,368,safe,Thank you for sharing
1501,258,misinformation,Vaccines cause tracking
1502,205,spam,Click this link to win
1503,70,spam,Visit our site for free gifts
1504,383,harassment,You're so dumb
1505,171,hate_speech,You people are the worst
1506,316,harassment,You're so dumb
1507,303,spam,Buy now!
1508,230,violent_speech,You deserve to be attacked
1509,103,misinformation,Vaccines cause tracking
1510,142,spam,Buy now!
1511,298,safe,This is a nice post
1512,122,harassment,You're so dumb
1513,14,safe,This is a nice post
1514,349,misinformation,Breaking fake news
1515,293,hate_speech,Go back to where you came from
1516,26,harassment,Nobody likes you
1517,89,safe,Great work!
1518,36,spam,Visit our site for free gifts
1519,130,harassment,Shut up already
1520,146,violent_speech,Someone should beat you
1521,349,harassment,Nobody likes you
1522,50,safe,This is a nice post
1523,280,misinformation,Breaking fake news
1524,114,spam,Click this link to win
1525,376,spam,Visit our site for free gifts
1526,213,safe,Thank you for sharing
1527,25,violent_speech,I will hurt you
1528,214,spam,Visit our site for free gifts
1529,233,spam,Visit our site for free gifts
1530,303,safe,This is a nice post
1531,386,spam,Click this link to win
1532,153,safe,Thank you for sharing
1533,390,harassment,Nobody likes you
1534,222,safe,Thank you for sharing
1535,97,hate_speech,Go back to where you came from
1536,105,safe,This is a nice post
1537,97,violent_speech,I will hurt you
1538,178,harassment,Shut up already
1539,328,harassment,Nobody likes you
1540,293,misinformation,Vaccines cause tracking
1541,190,violent_speech,I will hurt you
1542,264,spam,Click this link to win
1543,361,safe,Great work!
1544,58,harassment,Nobody likes you
1545,259,safe,Great work!
1546,366,hate_speech,You people are the worst
1547,353,hate_speech,Go back to where you came from
1548,258,harassment,Shut up already
1549,68,spam,Click this link to win
1550,208,violent_speech,You deserve to be attacked
1551,309,harassment,You're so dumb
1552,349,safe,Great work!
1553,83,harassment,You're so dumb
1554,220,spam,Click this link to win
1555,119,spam,Buy now!
1556,3,violent_speech,Someone should beat you
1557,30,violent_speech,Someone should beat you
1558,37,safe,Great work!
1559,130,safe,Great work!
1560,221,safe,This is a nice post
1561,389,spam,Buy now!
1562,44,harassment,You're so dumb
1563,153,harassment,Shut up already
1564,119,spam,Visit our site for free gifts
1565,220,safe,Great work!
1566,38,spam,Visit our site for free gifts
1567,68,spam,Buy now!
1568,304,safe,Thank you for sharing
1569,73,spam,Click this link to win
1570,6,safe,This is a nice post
1571,237,safe,Great work!
1572,222,spam,Visit our site for free gifts
1573,82,safe,This is a nice post
1574,253,misinformation,Breaking fake news
1575,10,spam,Click this link to win
1576,346,misinformation,Breaking fake news
1577,77,safe,Thank you for sharing
1578,83,safe,Great work!
1579,87,safe,Great work!
1580,45,harassment,You're so dumb
1581,293,safe,Thank you for sharing
1582,124,misinformation,Government is hiding aliens
1583,201,violent_speech,You deserve to be attacked
1584,309,hate_speech,Go back to where you came from
1585,142,safe,Thank you for sharing
1586,71,hate_speech,Disgusting group
1587,259,harassment,Shut up already
1588,81,violent_speech,Someone should beat you
1589,229,safe,This is a nice post
1590,201,harassment,Shut up already
1591,270,safe,Great work!
1592,169,misinformation,Government is hiding aliens
1593,247,safe,Thank you for sharing
1594,10,spam,Buy now!
1595,92,spam,Buy now!
1596,311,safe,Great work!
1597,44,spam,Click this link to win
1598,236,spam,Buy now!
1599,83,violent_speech,Someone should beat you
1600,163,safe,This is a nice post
1601,79,harassment,You're so dumb
1602,27,safe,This is a nice post
1603,346,hate_speech,Go back to where you came from
1604,261,spam,Buy now!
1605,281,misinformation,Government is hiding aliens
1606,295,hate_speech,Disgusting group
1607,155,harassment,Shut up already
1608,362,spam,Click this link to win
1609,163,harassment,Nobody likes you
1610,247,harassment,Shut up already
1611,99,safe,Great work!
1612,240,misinformation,Vaccines cause tracking
1613,121,safe,Great work!
1614,170,misinformation,Breaking fake news
1615,296,safe,Great work!
1616,139,violent_speech,You deserve to be attacked
1617,16,misinformation,Vaccines cause tracking
1618,275,misinformation,Breaking fake news
1619,358,misinformation,Breaking fake news
1620,155,harassment,You're so dumb
1621,217,safe,Thank you for sharing
1622,388,harassment,Shut up already
1623,8,spam,Click this link to win
1624,233,harassment,Nobody likes you
1625,106,safe,Great work!
1626,125,harassment,Nobody likes you
1627,2,spam,Buy now!
1628,248,hate_speech,You people are the worst
1629,244,hate_speech,You people are the worst
1630,179,violent_speech,You deserve to be attacked
1631,322,misinformation,Vaccines cause tracking
1632,277,safe,Great work!
1633,279,harassment,You're so dumb
1634,242,safe,This is a nice post
1635,55,harassment,You're so dumb
1636,101,spam,Visit our site for free gifts
1637,252,spam,Visit our site for free gifts
1638,183,misinformation,Breaking fake news
1639,179,safe,Great work!
1640,125,spam,Visit our site for free gifts
1641,2,misinformation,Breaking fake news
1642,284,safe,Thank you for sharing
1643,225,harassment,You're so dumb
1644,298,harassment,Nobody likes you
1645,388,misinformation,Breaking fake news
1646,218,spam,Buy now!
1647,342,spam,Buy now!
1648,342,hate_speech,Go back to where you came from
1649,329,hate_speech,Go back to where you came from
1650,101,spam,Visit our site for free gifts
1651,42,safe,Thank you for sharing
1652,243,spam,Buy now!
1653,387,harassment,Nobody likes you
1654,132,harassment,You're so dumb
1655,364,spam,Click this link to win
1656,247,safe,This is a nice post
1657,34,safe,Thank you for sharing
1658,129,misinformation,Breaking fake news
1659,211,spam,Click this link to win
1660,379,misinformation,Government is hiding aliens
1661,26,violent_speech,You deserve to be attacked
1662,351,misinformation,Vaccines cause tracking
1663,112,violent_speech,Someone should beat you
1664,176,safe,Great work!
1665,124,hate_speech,You people are the worst
1666,167,hate_speech,You people are the worst
1667,52,spam,Visit our site for free gifts
1668,359,spam,Buy now!
1669,166,harassment,Shut up already
1670,9,safe,Great work!
1671,304,harassment,Shut up already
1672,7,spam,Buy now!
1673,30,hate_speech,Go back to where you came from
1674,132,safe,Great work!
1675,136,harassment,Shut up already
1676,45,hate_speech,You people are the worst
1677,283,harassment,Shut up already
1678,239,harassment,Shut up already
1679,240,harassment,You're so dumb
1680,381,safe,This is a nice post
1681,3,spam,Click this link to win
1682,88,hate_speech,You people are the worst
1683,24,safe,Great work!
1684,377,spam,Buy now!
1685,185,spam,Click this link to win
1686,292,misinformation,Vaccines cause tracking
1687,393,safe,Thank you for sharing
1688,95,violent_speech,I will hurt you
1689,329,spam,Click this link to win
1690,213,safe,This is a nice post
1691,71,harassment,You're so dumb
1692,366,spam,Buy now!
1693,321,safe,Great work!
1694,29,spam,Visit our site for free gifts
1695,162,safe,This is a nice post
1696,303,spam,Visit our site for free gifts
1697,304,harassment,Nobody likes you
1698,306,hate_speech,You people are the worst
1699,107,spam,Buy now!
1700,129,violent_speech,You deserve to be attacked
1701,342,harassment,You're so dumb
1702,188,safe,This is a nice post
1703,67,spam,Buy now!
1704,103,harassment,Shut up already
1705,171,safe,This is a nice post
1706,149,spam,Buy now!
1707,139,harassment,Shut up already
1708,123,misinformation,Breaking fake news
1709,26,violent_speech,You deserve to be attacked
1710,386,violent_speech,Someone should beat you
1711,4,violent_speech,You deserve to be attacked
1712,29,spam,Visit our site for free gifts
1713,371,hate_speech,Disgusting group
1714,366,safe,Thank you for sharing
1715,194,hate_speech,You people are the worst
1716,287,spam,Click this link to win
1717,244,spam,Visit our site for free gifts
1718,114,spam,Click this link to win
1719,382,safe,Great work!
1720,87,hate_speech,Disgusting group
1721,271,safe,Thank you for sharing
1722,143,spam,Click this link to win
1723,334,spam,Buy now!
1724,328,spam,Click this link to win
1725,87,hate_speech,You people are the worst
1726,13,spam,Click this link to win
1727,341,harassment,Shut up already
1728,77,spam,Buy now!
1729,70,safe,This is a nice post
1730,307,spam,Visit our site for free gifts
1731,342,hate_speech,Disgusting group
1732,311,harassment,Nobody likes you
